Discipline,Code_Entity,Code,Order,Description,Note
ALP,QualificationMark,QT,,Qualified by Time,Alpine Team Event. If tie broken by time
ALP,QualificationMark,W,,Big Final Winner,Alpine Team Event
ALP,QualificationMark,w,,Small Final Winner,Alpine Team Event
ALP,ResultType,IRM,,Invalid Result Mark,
ALP,ResultType,POINTS,,Points,Alpine Team Event
ALP,ResultType,TIME,,Time,
ALP,WLT,L,,Team / Athlete lost,
ALP,WLT,T,,Team / Athlete tied,
ALP,WLT,W,,Team / Athlete won,
BOB,IRM,DNF,,Did not Finish,
BOB,IRM,DNS,,Did not Start,
BOB,IRM,DQB,,Disqualified for unsportsmanlike behaviour,
BOB,IRM,DSQ,,Disqualified,
BOB,QualificationMark,Q,,Qualified,To participate in the last heat
BOB,ResultType,IRM,,Invalid Result Mark,
BOB,ResultType,TIME,,Time,
BOB,StartText,After Heat 1,,,
BOB,StartText,After Heat 3,,,
BOB,StartText,After Heat 5,,,
BOB,StartText,After Training 1,,,
BOB,StartText,After Training 3,,,
BOB,StartText,After Training 5,,,
BOB,StartText,Followed by,,,
BTH,IRM,DNF,,Did not finish,
BTH,IRM,DNS,,Did not start,
BTH,IRM,DQB,,Disqualified for unsportsmanlike behaviour,
BTH,IRM,DSQ,,Disqualified,
BTH,IRM,LAP,,Lapped,
BTH,MassGroup,MEDAL,,Medal winners,
BTH,MassGroup,OG_PTS,,Qualified by Olympic Games Points,
BTH,MassGroup,OG_PTS_RES,,Reserve athletes qualified by Olympic Games points,
BTH,MassGroup,WCP,,World Cup Total Score - top 10,
BTH,ResultType,IRM,,Invalid Result Mark,
BTH,ResultType,IRM_TIME,,"For both, time and invalid result mark",
BTH,ResultType,PENALTY,,Number of penalties,
BTH,ResultType,TIME,,Time,
CCS,Bracket,FNL,,Final,
CCS,BracketItems,FNL,,Final,
CCS,BracketItems,QFNL,,Quarterfinal,
CCS,BracketItems,SFNL,,Semifinal,
CCS,IRM,DNF,,Did not finish,
CCS,IRM,DNS,,Did not start,
CCS,IRM,DQB,,Disqualified for unsportsmanlike behaviour,
CCS,IRM,DSQ,,Disqualified,
CCS,IRM,LAP,,Lapped,
CCS,IRM,RAL,,Ranked as Last,
CCS,QualificationMark,LL,,Lucky Loser,
CCS,QualificationMark,Q,,Qualified,
CCS,ResultPhase,F,,Final,
CCS,ResultPhase,FA,,Final A,
CCS,ResultPhase,FB,,Final B,
CCS,ResultPhase,Q,,Qualification,
CCS,ResultPhase,QF,,Quarterfinal,
CCS,ResultPhase,SF,,Semifinal,
CCS,ResultPhase,SF1,,Semifinal 1,
CCS,ResultPhase,SF2,,Semifinal 2,
CCS,ResultType,IRM,,Invalid Result Mark,
CCS,ResultType,TIME,,Time,
CCS,StartText,After Ladies Final,,,
CCS,StartText,After Ladies QF1,,,
CCS,StartText,After Ladies QF2,,,
CCS,StartText,After Ladies QF3,,,
CCS,StartText,After Ladies QF4,,,
CCS,StartText,After Ladies QFs,,,
CCS,StartText,After Ladies SF A,,,
CCS,StartText,After Ladies SF1,,,
CCS,StartText,After Ladies SFs,,,
CCS,StartText,After Men QF1,,,
CCS,StartText,After Men QF2,,,
CCS,StartText,After Men QF3,,,
CCS,StartText,After Men QF4,,,
CCS,StartText,After Men QFs,,,
CCS,StartText,After Men SF A,,,
CCS,StartText,After Men SF1,,,
CCS,StartText,After Men SFs,,,
CUR,AthleteStatus,DSQ,,Disqualified,
CUR,AthleteStatus,SUS,,Suspended,
CUR,Bracket,BRN,,Bronze,
CUR,Bracket,FNL,,Finals,
CUR,BracketItems,FNL,,Finals,
CUR,BracketItems,SFNL,,Semi-finals,
CUR,Hand,B,,Both handed,
CUR,Hand,L,,Left handed,
CUR,Hand,R,,Right handed,
CUR,IRM,DNS,,Did not Start,
CUR,IRM,DQB,,Disqualified for unsportsmanlike behaviour,
CUR,IRM,DSQ,,Disqualified,
CUR,IRM,SUS,,Suspended,
CUR,Point,0,1,0%,
CUR,Point,1,2,25%,
CUR,Point,2,3,50%,
CUR,Point,3,4,75%,
CUR,Point,4,5,100%,
CUR,Point,X,6,Not considered,
CUR,QualificationMark,Q,,Qualified for the play-offs,
CUR,QualificationMark,TB,,Involved in the tie-breaker,
CUR,ResultType,IRM,,Invalid Result Mark,
CUR,ResultType,IRM_WL,,W or L result for a team under some specific circumstances,The result is not a score
CUR,ResultType,POINTS,,Competitor's score,
CUR,ResultType,POINTS_WL,,W or L result for a team under some specific circumstances,The result is not a score
CUR,Role,S,,Skip,
CUR,Role,V,,Vice-Skip,
CUR,Statistics,CUM,,Cumulative Statistics of team and individual,
CUR,Statistics,DSC,,Ranking of the Draw Shot Challenge,
